text,label,source,language
kya hukumat ny jammu o kashmir mai mulazmin ko reliance sy health inssurance khareedny par majbur kiya?,fake,rufnd_roman_urdu,roman_urdu
video mai dikhaya gya hai keh ak shakhs republican sadarti ummedwar will herd ko the view par rok raha hai,fake,rufnd_roman_urdu,roman_urdu
video mai sadar joe biden ko live TV par soty huwe dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu
government ron desantis ka kehna hai k mery China teriff ki mukhalfat ki aur is ny be-dilli sy form relief ky liye 28 billion dollor ki mukhalfat ki jis ki adaigi China ny ki thi,fake,rufnd_roman_urdu,roman_urdu
bimari X agli wabai bimari hai,fake,rufnd_roman_urdu,roman_urdu
FBI ky director wray ny tasdeeq ki hai keh joe biden delaware mai amreki attorney ky zarye Ukrainei rishwat ky liye mujrimana tehqiqat ky tehat hai phir peechy chalny ki koshish krta hai,fake,rufnd_roman_urdu,roman_urdu
ham guzishta 24 ghanton mai amreki aham infrastructure par do bary dhamaky dekh rahy hain jis ki waja sy bijli ki bandish hai,fake,rufnd_roman_urdu,roman_urdu
ap ky boht sy chain food resturants salon sy lab mai tayar shuda gosht istemal kr rahy hain,fake,rufnd_roman_urdu,roman_urdu
video sy pata chalta hai keh attorney general Merrick Garland Tailor Green ky ehmaqana trump ki giraftari ky baad bachon ki trha rota hai,fake,rufnd_roman_urdu,roman_urdu
13 mumalik kurah e arz ko bachany k liye kasht kari ko khatam krny par mutafiq hain,fake,rufnd_roman_urdu,roman_urdu
"nichole schwabs ny kaha, mustaqil mosamiyati lock down aa rahy hain. Chahy ap isy pasand kren ya na kren",fake,rufnd_roman_urdu,roman_urdu
"judge tanya chutkan washington, DC mai wahid wifaqi judge hain, jinhon ny 6 january ko mudda alaiyhan ko hukumat ki darkhwast sy zyada taweel saza sunai hai",fake,rufnd_roman_urdu,roman_urdu
jin logon ko corona virus ki vaccine mili hain wo apny jism ko spike protine sy detoxify kr skty hain,fake,rufnd_roman_urdu,roman_urdu
white house ny 28 july ko aik sarkari bayan diya keh hamen mumkina toor par apny aham infrastructure ky liye kuch bara hony ky liye tayar rehny ki zarorat hai,fake,rufnd_roman_urdu,roman_urdu
ak naya qanon logon ko ijazat deta hai keh wo apny credit cards sy do saal sy zyada purany gair ada shuda qarz ko mustiqal tor par mita den,fake,rufnd_roman_urdu,roman_urdu
jild ka cancer pichly 60 salon mai ak nisbatan naya rujhan hai,fake,rufnd_roman_urdu,roman_urdu
"sabiq sadar barak obama ny background check database sy 500,000 pedophilers ko hata diya",fake,rufnd_roman_urdu,roman_urdu
barak obama ki bandage ungliyon ky sath golf khelty huwe tasweeren is baat ka sabut hai keh wo Tafari campbell ki mot mai mulavis thy,fake,rufnd_roman_urdu,roman_urdu
haal hi mai Nevada ky shehar rino mai Donald Trump ko qatal krny ki koshish ki gai,fake,rufnd_roman_urdu,roman_urdu
"bill gates ka kehna hai keh, ham esi chezen ly rahen hain jo genetically tabdeel shuda jandar hain, aur ham inhen choty bachon ky bazuoon mai injection lga rahy hain corona virus wabai marz k tanazur mai",fake,rufnd_roman_urdu,roman_urdu
"Netherlands mai doctors ny autism aur degar mamuli mazuri waly shehriyon ko khush krny ka hukam dia, chahy mareez fil hal marny ki khawahish ka izhar na kry",fake,rufnd_roman_urdu,roman_urdu
aik wind turbine ko char saal sy zyada ersy tak musalsal ghumna chahiye taky isy banany mai lagny wali tawanai ko tabdeel kia ja sky,fake,rufnd_roman_urdu,roman_urdu
hakumat ny sirf half ky tehaat kaha keh wo UFO's aur ghair insani ajnabi jismon ky qabzy mai hain,fake,rufnd_roman_urdu,roman_urdu
in tasaveer mai lebron james ko barbie film k liye gulabi libas mai malbus dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu
senitor mitt romney ny republican party ko chor kar democratic party mai shamil hony ki dhamki di hai,fake,rufnd_roman_urdu,roman_urdu
"tarkeen e watan ko samjha jata hai keh wo jis mulk mai hain wahan panah k liye darkhwast den, aur phir wo riyasat haye mutahida mai any ki koshish kren",fake,rufnd_roman_urdu,roman_urdu
biden ky tehat pichli do intezamiya ky mushtarka muqably mai zyada ghair qanuni muqably huwe hain,fake,rufnd_roman_urdu,roman_urdu
jab bill nye ny kaha keh zameen ak band nizam hai to us ny tajweez paish ki keh space investigation impossible hai,fake,rufnd_roman_urdu,roman_urdu
beyonce insani smuggling ky ak bary case mai mudai eleh hai,fake,rufnd_roman_urdu,roman_urdu
joe biden ak baraherast TV interview ky doran uth kar chala gya,fake,rufnd_roman_urdu,roman_urdu
luke brain ny CMT sy apni videos khenchin: bud light treatment ka waqt,fake,rufnd_roman_urdu,roman_urdu
hank williams junior ny CMT ky boards of directors sy istefa dy dia: mai jason aldean ki himayat krta hun,fake,rufnd_roman_urdu,roman_urdu
covid vaccine sy bhara pfizer godam abhi north carolina mai tufan ky zarye tabah kr dia gya tha,fake,rufnd_roman_urdu,roman_urdu
klaus schwab ny awami tor par etraf keh wo agli wabai bimari k doran puri dunya mai china ki tarz par forced corona virus lock down ko nafiz krny ka mansuba bna rahy hain,fake,rufnd_roman_urdu,roman_urdu
ESPN football ky tajziyakar Shaka haslop corona virus vaccine ki waja sy hawa par gir gaye,fake,rufnd_roman_urdu,roman_urdu
7 mint pehly: mel gibson azadi ki awaz k baad hollywood ellite sy tahafuz ky liye rota hai,fake,rufnd_roman_urdu,roman_urdu
Chicago ky ilaqy mai pipeline ky do karkunon ko fentanyl sy lace pani ki bottlen di gain,fake,rufnd_roman_urdu,roman_urdu
Tasaweer mai bachon ko shetani libas pehny aur shetani club main hissa lety huwe dikhaya gaya hai,fake,rufnd_roman_urdu,roman_urdu
"2023, solar incentive program ky tehat, amreki ghar ky makan ab hukumat sy bilkul bagair kisi qeemat ky mukamal jadeed tareen shamsi nizam hasil krny ky ehal ho skty hain",fake,rufnd_roman_urdu,roman_urdu
Baltimore ky afram festival main helicopter ny muhlik machar chory,fake,rufnd_roman_urdu,roman_urdu
"Kuch libral riyaston main, ap ko asal mai paidaish ky baad isqat-e-hamal hoty hain",fake,rufnd_roman_urdu,roman_urdu
Procecutor Jack Smith sirf Republicans ko nishana bnaty hain,fake,rufnd_roman_urdu,roman_urdu
Video sy pta chalta hai keh George Soros diwalya ho raha hai,fake,rufnd_roman_urdu,roman_urdu
tasweer sy pata chalta hai k insani tareekh ka sab sy burha admi Ginese World Record ky zarye record gya hai,fake,rufnd_roman_urdu,roman_urdu
Walmart ko 2022 sarfeen ko $500 wapis krna hoga,fake,rufnd_roman_urdu,roman_urdu
"Los Vegas, Safeer ny sadar joe biden ko hadayat krda ak toheen aameez paigam dikhaya",fake,rufnd_roman_urdu,roman_urdu
video mai jinsi samaglaron ko un k jaraim mai madad krna mansuba band waldaneyat dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu
World economic forum ka kehna hai keh agar ap muashry mai hissab lena chahty hain to CBDCs ko apki jild k neechy lgana zarori hai,fake,rufnd_roman_urdu,roman_urdu
World economic forum ny janwaron ka nishan CBDC microchip ka agaz jo amrika mai banduq ki malkeyat ko khatam kry ga,fake,rufnd_roman_urdu,roman_urdu
shumali kerolaina mai phizer ki amart ko tabah krny waly tufan ko bary pharma ky liye insurance claim faraham krny k liye mosam ki hera pheri ka istemal krty huwe tarteeb dia gya tha,fake,rufnd_roman_urdu,roman_urdu
baku mai shooter taal singuan ky bary mai viral dawa gumrah kun hai,fake,rufnd_roman_urdu,roman_urdu
bareli ky cinema hall mai gather 2 show ky doran pakistan zindabad ky nary nhi lgae gye viral dawa jali,fake,rufnd_roman_urdu,roman_urdu
earbuds earphones ky zyada istimal ka dawa chehry ky falij ka sabab ban skta hai,fake,rufnd_roman_urdu,roman_urdu
school ki taalba pr gae ky hamle ka video fareedabad ka nhi chanai ka hai,fake,rufnd_roman_urdu,roman_urdu
aston martin my sath pose krty hue satia jeet ry ki tasweer mai tarmeem ki gyi hai,fake,rufnd_roman_urdu,roman_urdu
"cji ny logon ko jamhuriyat bachany ky liye ehtajaj krny pr zor nhi dia, viral dawa jali or man gharat hai",fake,rufnd_roman_urdu,roman_urdu
do galukaron ki viral video ko mini pur sy jorny ky jhuty dawe ky sath share kia gya,fake,rufnd_roman_urdu,roman_urdu
ganwapi complex ky gumbad pr charny waly admi ki video gumrah kun dawon ky sath viral ho rhi hai,fake,rufnd_roman_urdu,roman_urdu
pakistan mai train hadsy sy mutaliq jhuty dawe ky sath Balsor train hadsy ki video viral ho rhi hai,fake,rufnd_roman_urdu,roman_urdu
bito bajrangi ki purani video nuh tashadud sy mutaliq jhuty dawon ky sath viral ho rhi hai,fake,rufnd_roman_urdu,roman_urdu
tax dahindagan ky darmiyan jali income tax ki wapsi ky peghamaat gardish krty hain namaloom link ly kr jaen,fake,rufnd_roman_urdu,roman_urdu
Selab zada chanai hawai ady ki purani tasweer jhuty dawon ky sath viral ho rhi hai,fake,rufnd_roman_urdu,roman_urdu
Iss tasweer mai nasa ky canadi space center mai launch pad dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu
Iss footage mai dikhaya gya hai ky imran khan 2022 mai nhi balky 2019 mai siyasi corruption ky khilaf crack down karen gy,fake,rufnd_roman_urdu,roman_urdu
Iss collage ki zyada tar tasaweer mai 2021 ky turkey ky jungle ki aag nhi dikhai deti,fake,rufnd_roman_urdu,roman_urdu
Iss video mai 2018 mai Pakistan ky suba Punjab mai aik waqia dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu
Iss video mai Austria ky aik siyasatdaan ky gumraah kun daave ka ishtirak kia gya hai ky coca cola ny covid 19 ky liye musbat tajarba kia hai,fake,rufnd_roman_urdu,roman_urdu
Afghanistan mai aurat ko sangsaar kr ky qatal karny ki purani video gumrah kun post mai dobara manzar e aam par aa gyi,fake,rufnd_roman_urdu,roman_urdu
Aab o hawa ka ilan rad kiye gye dawoon ko dobara sirakta hai,fake,rufnd_roman_urdu,roman_urdu
Ice core garaph gumrah kun global warming ky daawe karny ky liye istimaal hota hai,fake,rufnd_roman_urdu,roman_urdu
British airways ki janib sy London-Islamabad parwazain moatal karny ky baad gumrah kun posts,fake,rufnd_roman_urdu,roman_urdu
Bartaniya mai endhan ky stations pr qitar mai khari gariyon ki purani tasaweer kinia mai gardish kr rhi hain taky maqami kami ko jawaz bnaya ja sky,fake,rufnd_roman_urdu,roman_urdu
"Bill gates zamni asraat ky bary mai baat kr rhy thy or inhon ny ye nhi kaha ky covid 19 vaccine sy 700,000 afraad halak ya mustaqil tor pr mazoor ho jaen gy",fake,rufnd_roman_urdu,roman_urdu
Pakistan khudkush hamly ky baad gumrah kun posts mai zakhmi shami bachy ki tasweer,fake,rufnd_roman_urdu,roman_urdu
Pakistan ka kehna hai ky mutahida arab amaraat ki janib sy Pakistaniyo ky waziron ki aarzi muatli covid 19 ki waja sy hai,fake,rufnd_roman_urdu,roman_urdu
Pakistan ky bani k sath London buss ka ishtihaar imran khan ky wazeer e azam banny sy pehly ki tashheeri muhim ka hai,fake,rufnd_roman_urdu,roman_urdu
Pakistan ky qomi janwar ky sath shikari ki tasweer amreeki sifarat kaar ko dikhai gyi,fake,rufnd_roman_urdu,roman_urdu
Pakistan mai 2022 ky barfani tufaan ky bary mai gumrah kun posts mai khudai karny waly truck ky hadsy ki purani video share ki gyi,fake,rufnd_roman_urdu,roman_urdu
Pakistan mai urdavan ko mubarakbaad deny waly sabiq Pakistani wazir e azam khan ki tasweer ko galat tareeqy sy paish kia gya hai,fake,rufnd_roman_urdu,roman_urdu
Pakistan mai barfani toofaan ky baad azan ki purani video gumrah kun hai,fake,rufnd_roman_urdu,roman_urdu
Pakistan mai giraftaar burqa posh shakhs ki tasweer Afghanistan ky ehtajaj ky bary mai posts mai gumrah krti hai,fake,rufnd_roman_urdu,roman_urdu
Pakistani wazir e azam ki mubayina corruption pr dastawezi film net flix ny nhi balky azadana tor par tayar ki hai,fake,rufnd_roman_urdu,roman_urdu
Puarani tasweer Pakistan ky wazeer e azam ky adam etamaad ky vote sy gumrah kun tor pr munsalik hai,fake,rufnd_roman_urdu,roman_urdu
Purani tasweer kabul ky hospital pr hamly ki reporton mai gumrah krti hai,fake,rufnd_roman_urdu,roman_urdu
Posts amriki himayat par zilanski ky tabsaron ko galat andaaz mai paish krti hain,fake,rufnd_roman_urdu,roman_urdu
Posts olympics mai hissa leny waly africi mumalik ka gumrah kun mawazna krti hain,fake,rufnd_roman_urdu,roman_urdu
Posts facebook pr Australiai khabroon ky mawad pr pabandi ko gumrah krti hain,fake,rufnd_roman_urdu,roman_urdu
posts ny G20 ki mojudgi ky bary mai gumrah kun dawe k sath South Korea k sabiq rehnuma ko nishana bnaya,fake,rufnd_roman_urdu,roman_urdu
posts ny azmeen e hajj k qayam ki purani video share ki hai jesa keh hukumat e pakistan ny 2022 mai faraham kia tha,fake,rufnd_roman_urdu,roman_urdu
turkey ky muhlak zalzaly ky baad gumrahkun posts purani tasweer ko dobara share krti hain,fake,rufnd_roman_urdu,roman_urdu
tarmeem shudah video clip mai israeli wazeer e azam sy mulaqat k doran amreeki sadar k rad e amal ko kharij kr dia gya hai,fake,rufnd_roman_urdu,roman_urdu
tasaweer qatar ki nhi hain balky 2018 k Russia worldcup mai ak shakhs ko ak aurat ko galy lgaty huwe dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu
"tasweer mai 2017 mai Myanmar sy farar hony waly bachy ko dikhaya gya hai, 2022 mai Pakistan selab ka shikar nhi",fake,rufnd_roman_urdu,roman_urdu
tasweer mai asal mai Moscow mai muzahireen ko dikhaya gya hai jo Krimlin ky naqad ki rehai ka mutalba kr rahy hain,fake,rufnd_roman_urdu,roman_urdu
tamam tasaweer ka taluq aik sadi qabal aalmi influenza k phelny sy nhi hai,fake,rufnd_roman_urdu,roman_urdu
"timelaps video january 2016 mai amreki barfani tufan ko dikhati hai, december 2022 mai mosam e sarma ka tofan nhi",fake,rufnd_roman_urdu,roman_urdu
tank ki iss tasweer ko ukraine ka jhanda lgany ky liye tayar kia gya hai,fake,rufnd_roman_urdu,roman_urdu
"South Africa ko US SEC ny ghair mulki hukumat ky tor par register kia hai, company ky tor par nhi",fake,rufnd_roman_urdu,roman_urdu
"South Korea ny haspanwi wazeer e azam ky liye sadarti daftar mai istaqbalia dia, tamirati jagha nhi",fake,rufnd_roman_urdu,roman_urdu
jhuti posts UK PM aur sabiq hindustani wazeer e azam ky bary mai digital tor par tabdeel shuda media graphic share krti hain,fake,rufnd_roman_urdu,roman_urdu
china CDC ky sabiq director ki 2010 mai china ki bni vaccine par tanqeed krny wali video social media ki gumrahkun poston mai dobara gardish kr rahi hai,fake,rufnd_roman_urdu,roman_urdu
haqaiq ki janch partal: pakistan mai nabalig k gang rape k purany case ko gumrahkun dawye k sath share kia ja raha hai,fake,rufnd_roman_urdu,roman_urdu
"haqaiq ki janch partal: nahi, video mai nazar any wali larki russian sadar putin ki beti nhi hai, COVID-19 vaccine sy mutaliq gumrahkun post viral ho rahi hai",fake,rufnd_roman_urdu,roman_urdu
"Denmark Covid program roka gaya, nahi roqa gaya, viral post gumrahkun hai",fake,rufnd_roman_urdu,roman_urdu
rishi sonaq ki purani tasweer haal hi mai viral hui hai,fake,rufnd_roman_urdu,roman_urdu
"sarak par bike phisalny ki video sanpada, navi mumbai ki nhi balky karachi ki hai",fake,rufnd_roman_urdu,roman_urdu
"koi tibi sabut nhi hai keh earpods damagi tumor ka bais banty hain, jesa keh viral post ky dawe hain",fake,rufnd_roman_urdu,roman_urdu
"maynmar mai barhmos missile ky tajurby k tor par share ki ja rahi video, hindustan ki hai",fake,rufnd_roman_urdu,roman_urdu
hindustan mai nipah virus ky phely ki purani WHO ki intebah haliya tor par viral,fake,rufnd_roman_urdu,roman_urdu
"yeh vraha mujasma hazar saal purana hai, viral dawa gumrahkun hai",fake,rufnd_roman_urdu,roman_urdu
doctors without borders ky bill board mai 'china mai ismat dari ki saza nhi' paigham shamil krny ky liye gumrahkun tabdeeli ki gai,fake,rufnd_roman_urdu,roman_urdu
sudan ki factory mai dhamaky ki purani video 2023 ky bohran sy gumrahkun tor par munsaliq hai,fake,rufnd_roman_urdu,roman_urdu
social media posts amreki shehriyon ky china mai semi conductors par kam krny k haq ko gumrah krti hain,fake,rufnd_roman_urdu,roman_urdu
selabzada runway par pakistani musafir tyary ka purana clip gumrahkun poston main dobara gardish kr raha hai,fake,rufnd_roman_urdu,roman_urdu
imran khan ky hami accounts ny bharat ky mudi ki gumhrankin posts main pakistan par tanqeed krny ka purana clip share kia hai,fake,rufnd_roman_urdu,roman_urdu
footage ko edit kia gaya hai aur press conference ki sahi tasweer kashi nahi ki gai jis mai imran khan ny francesi hukumat par tanqeed ki gai thi,fake,rufnd_roman_urdu,roman_urdu
2014 ky video ko haliya ukraine russia jang sy jor kar viral kia ja raha,fake,rufnd_roman_urdu,roman_urdu
"2016 mai ki thi tilanganah police ny masjid ki saaf safai, tasweer bangal ky hawaly sy viral",fake,rufnd_roman_urdu,roman_urdu
"2017 mai ho chuka hai indor ki pehli khatun MBBS doctor bhakti ka inteqal, post gumrahkun hai",fake,rufnd_roman_urdu,roman_urdu
austria mai quarantine ky khilaf kiye gaye muzahiry ka nhi hai yeh viral video,fake,rufnd_roman_urdu,roman_urdu
austraila ky purany video ko kia ja raha koh suleman ky janglaat mai lgi agg ka btaty huwe viral,fake,rufnd_roman_urdu,roman_urdu
austraila ki rock art tasweer chatis garh ky chrama ghar ky naam pe viral,fake,rufnd_roman_urdu,roman_urdu
"oscar mai huwe will smith aur chris rock mutanazia par nhi tha adakarah nicole kidman kz yeh radeamal, tasweer gumrahkun dawa ky sath viral",fake,rufnd_roman_urdu,roman_urdu
"asman sy nigrani kr rahy helicopter ki is tasweer ka nhi hai zaman park sy koi taluq, purani photo gumrahkun dawa ky sath viral",fake,rufnd_roman_urdu,roman_urdu
"asif zardari ka viral ho raha yeh video purana hai, sehat sy mutaliq khabar bhi farzi hai",fake,rufnd_roman_urdu,roman_urdu
aggzani sy pareshan khaton ki yeh tasweer algeria ki nhi balky yunan ki hai,fake,rufnd_roman_urdu,roman_urdu
ansu gas ky in videos ka nhi hai imran khan ki himayat mai ho rahy muzahiron sy koi taluq,fake,rufnd_roman_urdu,roman_urdu
"abudabi airport par huwe drone hamlah ka nhi hai yeh video, 2015 ka market mai lgi agg ka video gumrahkun dawa ky sath viral",fake,rufnd_roman_urdu,roman_urdu
abudabi mai bn rahy hindu mandir ko saudiarab ka btaty huwe ki ja raha gumrahkun dawa ky sath viral,fake,rufnd_roman_urdu,roman_urdu
"azan sunty huwe bachi ka taqreeban ek dahai purana video, fifa worldcup sy jorty huwe kia ja raha share",fake,rufnd_roman_urdu,roman_urdu
"stadium mai vandematram gati bheer ka yeh video purana hai, gaba match ka nhi",fake,rufnd_roman_urdu,roman_urdu
stadium ky andar Palestine ki himayat mai gana gaa rahy is video ka nhi fifa worldcup 2022 sy koi taluq,fake,rufnd_roman_urdu,roman_urdu
amerika ki masjid mai eid ki namaz k doran behas krti khatun muslim hai hindu nhi,fake,rufnd_roman_urdu,roman_urdu
amitabh bachan ka yeh video covid 10 sy mutasir hony ki wajah sy nana wati haspatal mai dakhil hony k baad ka nhi hai,fake,rufnd_roman_urdu,roman_urdu
"indonesia mai aye halia zalzaly ka nhi hai yeh video, gumrahkun dawa huwa viral",fake,rufnd_roman_urdu,roman_urdu
indonesia mai zalzaly ky doran namaz parh rahy logon ka yeh video saal 2018 ka hai,fake,rufnd_roman_urdu,roman_urdu
iran mai aye toofan aur sylab ky naam pr viral kia ja raha video purana hai,fake,rufnd_roman_urdu,roman_urdu
"army ky kuto ko retirement ky baad nahi marra jata,viral dawaa gumrahkun hai",fake,rufnd_roman_urdu,roman_urdu
"balon sy bany parcham ki yeh tasweer 2014 mai aik fankar ny banai thi ,iss tasweer ka iran mai chal rahy muzahiron sy koi taluq nhi",fake,rufnd_roman_urdu,roman_urdu
