text,label,source,language,text_length,word_count
Social media posts farzi Haris ky 'iqtebas' ko haqeeqat ky toor pe paish krti hain,fake,rufnd_roman_urdu,roman_urdu,82,15
Trump ky galt auto industry tweets,fake,rufnd_roman_urdu,roman_urdu,34,6
kya trump american companiyon ko china chorny ka 'hukam' dy skty hain?,fake,rufnd_roman_urdu,roman_urdu,70,12
khandani elahdigyion ky bary mai jhut online rehta hai,fake,rufnd_roman_urdu,roman_urdu,54,9
Congress ky hami BBC ki jali report ka istemal krty huwe Rahul Gandhi ko almi mayar ka leader qarar dety hain,fake,rufnd_roman_urdu,roman_urdu,109,21
Media kis trha na ehal 'senior' sahafiyon ko galt malumat aur jhot phelany ki ijazat deta hai,fake,rufnd_roman_urdu,roman_urdu,93,17
viral iqtebas galt tor par mcCarthy sy mansub,fake,rufnd_roman_urdu,roman_urdu,45,8
amazon zameen ki 20 fesad oxygen paida nhi krta,fake,rufnd_roman_urdu,roman_urdu,47,9
Cadlo ka gair tawun yafta USMCA mulazmaton ka dawa,fake,rufnd_roman_urdu,roman_urdu,50,9
"Willamson bachon ki sehat, vaccine k bary mai gumrah krty hain",fake,rufnd_roman_urdu,roman_urdu,62,11
civil epstein case ky judge ka march mai inteqal hogya,fake,rufnd_roman_urdu,roman_urdu,54,10
maam ny congress ki tankhwahon mai izafa kia,fake,rufnd_roman_urdu,roman_urdu,44,8
"video: paris, Warn Michael Brown shooting par",fake,rufnd_roman_urdu,roman_urdu,45,7
US Japan tijarti khasara 'tezi sy tabdeel nhi ho raha',fake,rufnd_roman_urdu,roman_urdu,54,10
epstein connections sazishi nazriyat ko hawa dy rahy hain,fake,rufnd_roman_urdu,roman_urdu,57,9
biden top 1% taxes ki sharah par gumrah krta hai,fake,rufnd_roman_urdu,roman_urdu,48,10
Rahul Gandhi Gujrat mai taqreer krty huwe jhut bolty huwe pakry gaye,fake,rufnd_roman_urdu,roman_urdu,68,12
PTI ny GST wasuli ky ahdaf par CBEC ky sarbarah ka galt hawalah diya hai?,fake,rufnd_roman_urdu,roman_urdu,73,15
kya punjab mai manshiyat ky masail ky aadad o shumar gumrahkun tor par 'awla' thy?,fake,rufnd_roman_urdu,roman_urdu,82,15
coal ki nelami ki amdan par business standard article 'kam ho raha hai' sansani khez aur nakis daleel hai,fake,rufnd_roman_urdu,roman_urdu,105,19
"scheme hawai adda waqi hindustan ka soowan operational hawai adda hai, ye yahan hai",fake,rufnd_roman_urdu,roman_urdu,83,14
Madhiya Pardesh: Rahul Gandhi ny Sardar Patel ky mujasmy par wohi jhut bola,fake,rufnd_roman_urdu,roman_urdu,75,13
Japan ky bullet train ky liye funding wapis leny k bary mai congress ky tarjuman national herald ka jhut,fake,rufnd_roman_urdu,roman_urdu,104,19
Nedler ny Muller ki gawahi ko galt andaz mai paish kia,fake,rufnd_roman_urdu,roman_urdu,54,11
hamal ky doran dil ki dharkanen kab sunai deti hain?,fake,rufnd_roman_urdu,roman_urdu,52,10
Muller k nataaij par ak gumrah kun paigam,fake,rufnd_roman_urdu,roman_urdu,41,8
trump ky alice island awads ky bary mai jali dawa,fake,rufnd_roman_urdu,roman_urdu,49,10
epstein ki mot k baad galt malumat behti hain,fake,rufnd_roman_urdu,roman_urdu,45,9
obama ny 'all out gun zabti' ka mutalba nhi kiya,fake,rufnd_roman_urdu,roman_urdu,48,10
bar k epstein jail k dory k bary mai be-bunyad dawa,fake,rufnd_roman_urdu,roman_urdu,51,11
kya hukumat ny jammu o kashmir mai mulazmin ko reliance sy health inssurance khareedny par majbur kiya?,fake,rufnd_roman_urdu,roman_urdu,103,17
video mai dikhaya gya hai keh ak shakhs republican sadarti ummedwar will herd ko the view par rok raha hai,fake,rufnd_roman_urdu,roman_urdu,106,20
video mai sadar joe biden ko live TV par soty huwe dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,66,14
government ron desantis ka kehna hai k mery China teriff ki mukhalfat ki aur is ny be-dilli sy form relief ky liye 28 billion dollor ki mukhalfat ki jis ki adaigi China ny ki thi,fake,rufnd_roman_urdu,roman_urdu,178,35
bimari X agli wabai bimari hai,fake,rufnd_roman_urdu,roman_urdu,30,6
FBI ky director wray ny tasdeeq ki hai keh joe biden delaware mai amreki attorney ky zarye Ukrainei rishwat ky liye mujrimana tehqiqat ky tehat hai phir peechy chalny ki koshish krta hai,fake,rufnd_roman_urdu,roman_urdu,186,33
ham guzishta 24 ghanton mai amreki aham infrastructure par do bary dhamaky dekh rahy hain jis ki waja sy bijli ki bandish hai,fake,rufnd_roman_urdu,roman_urdu,125,23
ap ky boht sy chain food resturants salon sy lab mai tayar shuda gosht istemal kr rahy hain,fake,rufnd_roman_urdu,roman_urdu,91,18
video sy pata chalta hai keh attorney general Merrick Garland Tailor Green ky ehmaqana trump ki giraftari ky baad bachon ki trha rota hai,fake,rufnd_roman_urdu,roman_urdu,137,24
13 mumalik kurah e arz ko bachany k liye kasht kari ko khatam krny par mutafiq hain,fake,rufnd_roman_urdu,roman_urdu,83,17
"nichole schwabs ny kaha, mustaqil mosamiyati lock down aa rahy hain. Chahy ap isy pasand kren ya na kren",fake,rufnd_roman_urdu,roman_urdu,104,19
"judge tanya chutkan washington, DC mai wahid wifaqi judge hain, jinhon ny 6 january ko mudda alaiyhan ko hukumat ki darkhwast sy zyada taweel saza sunai hai",fake,rufnd_roman_urdu,roman_urdu,156,27
jin logon ko corona virus ki vaccine mili hain wo apny jism ko spike protine sy detoxify kr skty hain,fake,rufnd_roman_urdu,roman_urdu,101,20
white house ny 28 july ko aik sarkari bayan diya keh hamen mumkina toor par apny aham infrastructure ky liye kuch bara hony ky liye tayar rehny ki zarorat hai,fake,rufnd_roman_urdu,roman_urdu,158,30
ak naya qanon logon ko ijazat deta hai keh wo apny credit cards sy do saal sy zyada purany gair ada shuda qarz ko mustiqal tor par mita den,fake,rufnd_roman_urdu,roman_urdu,139,29
jild ka cancer pichly 60 salon mai ak nisbatan naya rujhan hai,fake,rufnd_roman_urdu,roman_urdu,62,12
"sabiq sadar barak obama ny background check database sy 500,000 pedophilers ko hata diya",fake,rufnd_roman_urdu,roman_urdu,88,14
barak obama ki bandage ungliyon ky sath golf khelty huwe tasweeren is baat ka sabut hai keh wo Tafari campbell ki mot mai mulavis thy,fake,rufnd_roman_urdu,roman_urdu,133,25
haal hi mai Nevada ky shehar rino mai Donald Trump ko qatal krny ki koshish ki gai,fake,rufnd_roman_urdu,roman_urdu,82,17
"bill gates ka kehna hai keh, ham esi chezen ly rahen hain jo genetically tabdeel shuda jandar hain, aur ham inhen choty bachon ky bazuoon mai injection lga rahy hain corona virus wabai marz k tanazur mai",fake,rufnd_roman_urdu,roman_urdu,203,37
"Netherlands mai doctors ny autism aur degar mamuli mazuri waly shehriyon ko khush krny ka hukam dia, chahy mareez fil hal marny ki khawahish ka izhar na kry",fake,rufnd_roman_urdu,roman_urdu,156,28
aik wind turbine ko char saal sy zyada ersy tak musalsal ghumna chahiye taky isy banany mai lagny wali tawanai ko tabdeel kia ja sky,fake,rufnd_roman_urdu,roman_urdu,132,25
hakumat ny sirf half ky tehaat kaha keh wo UFO's aur ghair insani ajnabi jismon ky qabzy mai hain,fake,rufnd_roman_urdu,roman_urdu,97,19
in tasaveer mai lebron james ko barbie film k liye gulabi libas mai malbus dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,90,17
senitor mitt romney ny republican party ko chor kar democratic party mai shamil hony ki dhamki di hai,fake,rufnd_roman_urdu,roman_urdu,101,18
"tarkeen e watan ko samjha jata hai keh wo jis mulk mai hain wahan panah k liye darkhwast den, aur phir wo riyasat haye mutahida mai any ki koshish kren",fake,rufnd_roman_urdu,roman_urdu,151,30
biden ky tehat pichli do intezamiya ky mushtarka muqably mai zyada ghair qanuni muqably huwe hain,fake,rufnd_roman_urdu,roman_urdu,97,16
jab bill nye ny kaha keh zameen ak band nizam hai to us ny tajweez paish ki keh space investigation impossible hai,fake,rufnd_roman_urdu,roman_urdu,114,22
beyonce insani smuggling ky ak bary case mai mudai eleh hai,fake,rufnd_roman_urdu,roman_urdu,59,11
joe biden ak baraherast TV interview ky doran uth kar chala gya,fake,rufnd_roman_urdu,roman_urdu,63,12
luke brain ny CMT sy apni videos khenchin: bud light treatment ka waqt,fake,rufnd_roman_urdu,roman_urdu,70,13
hank williams junior ny CMT ky boards of directors sy istefa dy dia: mai jason aldean ki himayat krta hun,fake,rufnd_roman_urdu,roman_urdu,105,20
covid vaccine sy bhara pfizer godam abhi north carolina mai tufan ky zarye tabah kr dia gya tha,fake,rufnd_roman_urdu,roman_urdu,95,18
klaus schwab ny awami tor par etraf keh wo agli wabai bimari k doran puri dunya mai china ki tarz par forced corona virus lock down ko nafiz krny ka mansuba bna rahy hain,fake,rufnd_roman_urdu,roman_urdu,170,34
ESPN football ky tajziyakar Shaka haslop corona virus vaccine ki waja sy hawa par gir gaye,fake,rufnd_roman_urdu,roman_urdu,90,16
7 mint pehly: mel gibson azadi ki awaz k baad hollywood ellite sy tahafuz ky liye rota hai,fake,rufnd_roman_urdu,roman_urdu,90,18
Chicago ky ilaqy mai pipeline ky do karkunon ko fentanyl sy lace pani ki bottlen di gain,fake,rufnd_roman_urdu,roman_urdu,88,17
Tasaweer mai bachon ko shetani libas pehny aur shetani club main hissa lety huwe dikhaya gaya hai,fake,rufnd_roman_urdu,roman_urdu,97,17
"2023, solar incentive program ky tehat, amreki ghar ky makan ab hukumat sy bilkul bagair kisi qeemat ky mukamal jadeed tareen shamsi nizam hasil krny ky ehal ho skty hain",fake,rufnd_roman_urdu,roman_urdu,170,30
Baltimore ky afram festival main helicopter ny muhlik machar chory,fake,rufnd_roman_urdu,roman_urdu,66,10
"Kuch libral riyaston main, ap ko asal mai paidaish ky baad isqat-e-hamal hoty hain",fake,rufnd_roman_urdu,roman_urdu,82,14
Procecutor Jack Smith sirf Republicans ko nishana bnaty hain,fake,rufnd_roman_urdu,roman_urdu,60,9
Video sy pta chalta hai keh George Soros diwalya ho raha hai,fake,rufnd_roman_urdu,roman_urdu,60,12
tasweer sy pata chalta hai k insani tareekh ka sab sy burha admi Ginese World Record ky zarye record gya hai,fake,rufnd_roman_urdu,roman_urdu,108,21
Walmart ko 2022 sarfeen ko $500 wapis krna hoga,fake,rufnd_roman_urdu,roman_urdu,47,9
"Los Vegas, Safeer ny sadar joe biden ko hadayat krda ak toheen aameez paigam dikhaya",fake,rufnd_roman_urdu,roman_urdu,84,15
video mai jinsi samaglaron ko un k jaraim mai madad krna mansuba band waldaneyat dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,96,17
World economic forum ka kehna hai keh agar ap muashry mai hissab lena chahty hain to CBDCs ko apki jild k neechy lgana zarori hai,fake,rufnd_roman_urdu,roman_urdu,129,25
World economic forum ny janwaron ka nishan CBDC microchip ka agaz jo amrika mai banduq ki malkeyat ko khatam kry ga,fake,rufnd_roman_urdu,roman_urdu,115,21
shumali kerolaina mai phizer ki amart ko tabah krny waly tufan ko bary pharma ky liye insurance claim faraham krny k liye mosam ki hera pheri ka istemal krty huwe tarteeb dia gya tha,fake,rufnd_roman_urdu,roman_urdu,182,34
baku mai shooter taal singuan ky bary mai viral dawa gumrah kun hai,fake,rufnd_roman_urdu,roman_urdu,67,13
bareli ky cinema hall mai gather 2 show ky doran pakistan zindabad ky nary nhi lgae gye viral dawa jali,fake,rufnd_roman_urdu,roman_urdu,103,20
earbuds earphones ky zyada istimal ka dawa chehry ky falij ka sabab ban skta hai,fake,rufnd_roman_urdu,roman_urdu,80,15
school ki taalba pr gae ky hamle ka video fareedabad ka nhi chanai ka hai,fake,rufnd_roman_urdu,roman_urdu,73,15
aston martin my sath pose krty hue satia jeet ry ki tasweer mai tarmeem ki gyi hai,fake,rufnd_roman_urdu,roman_urdu,82,17
"cji ny logon ko jamhuriyat bachany ky liye ehtajaj krny pr zor nhi dia, viral dawa jali or man gharat hai",fake,rufnd_roman_urdu,roman_urdu,105,21
do galukaron ki viral video ko mini pur sy jorny ky jhuty dawe ky sath share kia gya,fake,rufnd_roman_urdu,roman_urdu,84,18
ganwapi complex ky gumbad pr charny waly admi ki video gumrah kun dawon ky sath viral ho rhi hai,fake,rufnd_roman_urdu,roman_urdu,96,19
pakistan mai train hadsy sy mutaliq jhuty dawe ky sath Balsor train hadsy ki video viral ho rhi hai,fake,rufnd_roman_urdu,roman_urdu,99,19
bito bajrangi ki purani video nuh tashadud sy mutaliq jhuty dawon ky sath viral ho rhi hai,fake,rufnd_roman_urdu,roman_urdu,90,17
tax dahindagan ky darmiyan jali income tax ki wapsi ky peghamaat gardish krty hain namaloom link ly kr jaen,fake,rufnd_roman_urdu,roman_urdu,107,19
Selab zada chanai hawai ady ki purani tasweer jhuty dawon ky sath viral ho rhi hai,fake,rufnd_roman_urdu,roman_urdu,82,16
Iss tasweer mai nasa ky canadi space center mai launch pad dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,74,14
Iss footage mai dikhaya gya hai ky imran khan 2022 mai nhi balky 2019 mai siyasi corruption ky khilaf crack down karen gy,fake,rufnd_roman_urdu,roman_urdu,121,23
Iss collage ki zyada tar tasaweer mai 2021 ky turkey ky jungle ki aag nhi dikhai deti,fake,rufnd_roman_urdu,roman_urdu,85,17
Iss video mai 2018 mai Pakistan ky suba Punjab mai aik waqia dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,76,15
Iss video mai Austria ky aik siyasatdaan ky gumraah kun daave ka ishtirak kia gya hai ky coca cola ny covid 19 ky liye musbat tajarba kia hai,fake,rufnd_roman_urdu,roman_urdu,141,28
Afghanistan mai aurat ko sangsaar kr ky qatal karny ki purani video gumrah kun post mai dobara manzar e aam par aa gyi,fake,rufnd_roman_urdu,roman_urdu,118,23
Aab o hawa ka ilan rad kiye gye dawoon ko dobara sirakta hai,fake,rufnd_roman_urdu,roman_urdu,60,13
Ice core garaph gumrah kun global warming ky daawe karny ky liye istimaal hota hai,fake,rufnd_roman_urdu,roman_urdu,82,15
British airways ki janib sy London-Islamabad parwazain moatal karny ky baad gumrah kun posts,fake,rufnd_roman_urdu,roman_urdu,92,14
Bartaniya mai endhan ky stations pr qitar mai khari gariyon ki purani tasaweer kinia mai gardish kr rhi hain taky maqami kami ko jawaz bnaya ja sky,fake,rufnd_roman_urdu,roman_urdu,147,27
"Bill gates zamni asraat ky bary mai baat kr rhy thy or inhon ny ye nhi kaha ky covid 19 vaccine sy 700,000 afraad halak ya mustaqil tor pr mazoor ho jaen gy",fake,rufnd_roman_urdu,roman_urdu,156,33
Pakistan khudkush hamly ky baad gumrah kun posts mai zakhmi shami bachy ki tasweer,fake,rufnd_roman_urdu,roman_urdu,82,14
Pakistan ka kehna hai ky mutahida arab amaraat ki janib sy Pakistaniyo ky waziron ki aarzi muatli covid 19 ki waja sy hai,fake,rufnd_roman_urdu,roman_urdu,121,23
Pakistan ky bani k sath London buss ka ishtihaar imran khan ky wazeer e azam banny sy pehly ki tashheeri muhim ka hai,fake,rufnd_roman_urdu,roman_urdu,117,23
Pakistan ky qomi janwar ky sath shikari ki tasweer amreeki sifarat kaar ko dikhai gyi,fake,rufnd_roman_urdu,roman_urdu,85,15
Pakistan mai 2022 ky barfani tufaan ky bary mai gumrah kun posts mai khudai karny waly truck ky hadsy ki purani video share ki gyi,fake,rufnd_roman_urdu,roman_urdu,130,25
Pakistan mai urdavan ko mubarakbaad deny waly sabiq Pakistani wazir e azam khan ki tasweer ko galat tareeqy sy paish kia gya hai,fake,rufnd_roman_urdu,roman_urdu,128,23
Pakistan mai barfani toofaan ky baad azan ki purani video gumrah kun hai,fake,rufnd_roman_urdu,roman_urdu,72,13
Pakistan mai giraftaar burqa posh shakhs ki tasweer Afghanistan ky ehtajaj ky bary mai posts mai gumrah krti hai,fake,rufnd_roman_urdu,roman_urdu,112,19
Pakistani wazir e azam ki mubayina corruption pr dastawezi film net flix ny nhi balky azadana tor par tayar ki hai,fake,rufnd_roman_urdu,roman_urdu,114,21
Puarani tasweer Pakistan ky wazeer e azam ky adam etamaad ky vote sy gumrah kun tor pr munsalik hai,fake,rufnd_roman_urdu,roman_urdu,99,19
Purani tasweer kabul ky hospital pr hamly ki reporton mai gumrah krti hai,fake,rufnd_roman_urdu,roman_urdu,73,13
Posts amriki himayat par zilanski ky tabsaron ko galat andaaz mai paish krti hain,fake,rufnd_roman_urdu,roman_urdu,81,14
Posts olympics mai hissa leny waly africi mumalik ka gumrah kun mawazna krti hain,fake,rufnd_roman_urdu,roman_urdu,81,14
Posts facebook pr Australiai khabroon ky mawad pr pabandi ko gumrah krti hain,fake,rufnd_roman_urdu,roman_urdu,77,13
posts ny G20 ki mojudgi ky bary mai gumrah kun dawe k sath South Korea k sabiq rehnuma ko nishana bnaya,fake,rufnd_roman_urdu,roman_urdu,103,21
posts ny azmeen e hajj k qayam ki purani video share ki hai jesa keh hukumat e pakistan ny 2022 mai faraham kia tha,fake,rufnd_roman_urdu,roman_urdu,115,24
turkey ky muhlak zalzaly ky baad gumrahkun posts purani tasweer ko dobara share krti hain,fake,rufnd_roman_urdu,roman_urdu,89,15
tarmeem shudah video clip mai israeli wazeer e azam sy mulaqat k doran amreeki sadar k rad e amal ko kharij kr dia gya hai,fake,rufnd_roman_urdu,roman_urdu,122,25
tasaweer qatar ki nhi hain balky 2018 k Russia worldcup mai ak shakhs ko ak aurat ko galy lgaty huwe dikhaya gya hai,fake,rufnd_roman_urdu,roman_urdu,116,23
"tasweer mai 2017 mai Myanmar sy farar hony waly bachy ko dikhaya gya hai, 2022 mai Pakistan selab ka shikar nhi",fake,rufnd_roman_urdu,roman_urdu,111,21
tasweer mai asal mai Moscow mai muzahireen ko dikhaya gya hai jo Krimlin ky naqad ki rehai ka mutalba kr rahy hain,fake,rufnd_roman_urdu,roman_urdu,114,22
tamam tasaweer ka taluq aik sadi qabal aalmi influenza k phelny sy nhi hai,fake,rufnd_roman_urdu,roman_urdu,74,14
"timelaps video january 2016 mai amreki barfani tufan ko dikhati hai, december 2022 mai mosam e sarma ka tofan nhi",fake,rufnd_roman_urdu,roman_urdu,113,20
tank ki iss tasweer ko ukraine ka jhanda lgany ky liye tayar kia gya hai,fake,rufnd_roman_urdu,roman_urdu,72,15
"South Africa ko US SEC ny ghair mulki hukumat ky tor par register kia hai, company ky tor par nhi",fake,rufnd_roman_urdu,roman_urdu,97,20
"South Korea ny haspanwi wazeer e azam ky liye sadarti daftar mai istaqbalia dia, tamirati jagha nhi",fake,rufnd_roman_urdu,roman_urdu,99,17
jhuti posts UK PM aur sabiq hindustani wazeer e azam ky bary mai digital tor par tabdeel shuda media graphic share krti hain,fake,rufnd_roman_urdu,roman_urdu,124,23
china CDC ky sabiq director ki 2010 mai china ki bni vaccine par tanqeed krny wali video social media ki gumrahkun poston mai dobara gardish kr rahi hai,fake,rufnd_roman_urdu,roman_urdu,152,28
haqaiq ki janch partal: pakistan mai nabalig k gang rape k purany case ko gumrahkun dawye k sath share kia ja raha hai,fake,rufnd_roman_urdu,roman_urdu,118,23
"haqaiq ki janch partal: nahi, video mai nazar any wali larki russian sadar putin ki beti nhi hai, COVID-19 vaccine sy mutaliq gumrahkun post viral ho rahi hai",fake,rufnd_roman_urdu,roman_urdu,158,28
"Denmark Covid program roka gaya, nahi roqa gaya, viral post gumrahkun hai",fake,rufnd_roman_urdu,roman_urdu,73,12
rishi sonaq ki purani tasweer haal hi mai viral hui hai,fake,rufnd_roman_urdu,roman_urdu,55,11
"sarak par bike phisalny ki video sanpada, navi mumbai ki nhi balky karachi ki hai",fake,rufnd_roman_urdu,roman_urdu,81,15
"koi tibi sabut nhi hai keh earpods damagi tumor ka bais banty hain, jesa keh viral post ky dawe hain",fake,rufnd_roman_urdu,roman_urdu,100,20
"maynmar mai barhmos missile ky tajurby k tor par share ki ja rahi video, hindustan ki hai",fake,rufnd_roman_urdu,roman_urdu,89,17
hindustan mai nipah virus ky phely ki purani WHO ki intebah haliya tor par viral,fake,rufnd_roman_urdu,roman_urdu,80,15
"yeh vraha mujasma hazar saal purana hai, viral dawa gumrahkun hai",fake,rufnd_roman_urdu,roman_urdu,65,11
doctors without borders ky bill board mai 'china mai ismat dari ki saza nhi' paigham shamil krny ky liye gumrahkun tabdeeli ki gai,fake,rufnd_roman_urdu,roman_urdu,130,23
sudan ki factory mai dhamaky ki purani video 2023 ky bohran sy gumrahkun tor par munsaliq hai,fake,rufnd_roman_urdu,roman_urdu,93,17
social media posts amreki shehriyon ky china mai semi conductors par kam krny k haq ko gumrah krti hain,fake,rufnd_roman_urdu,roman_urdu,103,19
selabzada runway par pakistani musafir tyary ka purana clip gumrahkun poston main dobara gardish kr raha hai,fake,rufnd_roman_urdu,roman_urdu,108,17
imran khan ky hami accounts ny bharat ky mudi ki gumhrankin posts main pakistan par tanqeed krny ka purana clip share kia hai,fake,rufnd_roman_urdu,roman_urdu,125,23
footage ko edit kia gaya hai aur press conference ki sahi tasweer kashi nahi ki gai jis mai imran khan ny francesi hukumat par tanqeed ki gai thi,fake,rufnd_roman_urdu,roman_urdu,145,28
2014 ky video ko haliya ukraine russia jang sy jor kar viral kia ja raha,fake,rufnd_roman_urdu,roman_urdu,72,15
"2016 mai ki thi tilanganah police ny masjid ki saaf safai, tasweer bangal ky hawaly sy viral",fake,rufnd_roman_urdu,roman_urdu,92,17
"2017 mai ho chuka hai indor ki pehli khatun MBBS doctor bhakti ka inteqal, post gumrahkun hai",fake,rufnd_roman_urdu,roman_urdu,93,17
austria mai quarantine ky khilaf kiye gaye muzahiry ka nhi hai yeh viral video,fake,rufnd_roman_urdu,roman_urdu,78,14
austraila ky purany video ko kia ja raha koh suleman ky janglaat mai lgi agg ka btaty huwe viral,fake,rufnd_roman_urdu,roman_urdu,96,19
austraila ki rock art tasweer chatis garh ky chrama ghar ky naam pe viral,fake,rufnd_roman_urdu,roman_urdu,73,14
"oscar mai huwe will smith aur chris rock mutanazia par nhi tha adakarah nicole kidman kz yeh radeamal, tasweer gumrahkun dawa ky sath viral",fake,rufnd_roman_urdu,roman_urdu,139,24
"asman sy nigrani kr rahy helicopter ki is tasweer ka nhi hai zaman park sy koi taluq, purani photo gumrahkun dawa ky sath viral",fake,rufnd_roman_urdu,roman_urdu,127,24
"asif zardari ka viral ho raha yeh video purana hai, sehat sy mutaliq khabar bhi farzi hai",fake,rufnd_roman_urdu,roman_urdu,89,17
aggzani sy pareshan khaton ki yeh tasweer algeria ki nhi balky yunan ki hai,fake,rufnd_roman_urdu,roman_urdu,75,14
ansu gas ky in videos ka nhi hai imran khan ki himayat mai ho rahy muzahiron sy koi taluq,fake,rufnd_roman_urdu,roman_urdu,89,19
"abudabi airport par huwe drone hamlah ka nhi hai yeh video, 2015 ka market mai lgi agg ka video gumrahkun dawa ky sath viral",fake,rufnd_roman_urdu,roman_urdu,124,24
